abacus,apple,axe,babycrib,backpack,bagel,ball,balloon,barbie,basecards,basket,bathsuit,beanbagchair,bearteddy,bed,beermug,bell,bench,bike,bill,binoculars,bird,birdhouse,bongo,bonsai,boot,bottle,bowl,bowlingpin,bowtie,box,bread,broom,bucket,butter,button,cake,calculator,camcorder,camera,candleholderwithcandle,car,carabiner,carriage,cat,ceilingfan,cellphone,chair,cheese,cheesegrater,cherubstatue,chessboard,chocolate,christmasornament,christmasstocking,cigarette,circuitboard,clock,coatrack,coffee,coffeemug,coin,collar,compass,computerkey,cookie,cookingpan,cookpot,cooler,crib,cupsaucer,cushion,decorativescreen,desk,dog,doll,dollhouse,domino,donut,doorknob,doorknocker,dresser,dumbbell,earings,easteregg,exerciseequipment,fan,feather,fishhook,flag,flashlight,frame,frisbee,game,gamehandheld,garbagecan,gift,glasses,glove,goggle,golfball,grill,guitar,hairbrush,hairdryer,hammer,handbag,handgun,hanger,hat,headband,headphone,helmet,highchair,highlight,horseshoe,hourglass,iceskates,jacket,jack-o-lantern,juice,kayak,key,keyboard,keychain,knife,lamp,lantern,laptop,lawnmower,leaves,leatherman,lei,licenseplate,lipstick,lock,magazinecovers,mailbox,makeupcompact,mask,mathcompass,mattress,meat,mic,microscope,microwave,motorcycle,mp3player,muffin,mushroom,nailpolish,necklace,necktie,nunchaku,orifan,pants,parfait,pasta,patioloungechair,pen,phone,pipe,pitcher,pizza,plane,plant,pokercard,powerstrip,printer,radio,razor,recordplayer,remote,ring,ringbinder,roadsign,robot,rock,rollerskates,rosary,router,rug,rusdoll,saddle,saltpeppershake,sandwich,scale,scissors,scooter,scrunchie,seashell,shoe,showercurtain,shredder,sink,sippycup,skateboard,sleepingbag,snowglobe,socks,sodacan,sofa,soldier,speaker,spoon,stamp,stapler,stool,suit,suitcase,tablesmall,tape,telescope,tennisracquet,tent,toiletseat,tongs,toothpaste,toyhorse,toyrabbit,train,tree,tricycle,trophy,trumpet,trunk,turtle,tv,typewriter,umbrella,vacuum,vase,videogamecontroller,walllamp,watch,watergun,wig,windchime,wineglass,yarn
20,34,20,21,31,19,20,21,32,19,32,22,32,20,19,20,19,20,34,20,20,20,20,31,20,19,19,20,20,19,20,19,19,20,20,20,20,20,29,19,20,20,19,34,20,20,22,23,20,20,20,19,19,19,20,20,20,19,20,20,20,20,19,20,19,20,20,32,19,19,20,19,22,20,19,20,20,19,20,20,20,20,30,19,19,20,33,20,20,20,19,32,19,19,20,31,19,20,19,22,32,20,19,32,20,33,19,20,19,20,20,20,20,20,20,19,19,20,31,24,19,32,20,20,20,22,20,31,32,21,20,19,19,19,32,22,20,22,32,20,19,19,31,22,19,30,35,19,20,20,20,19,21,20,20,32,20,33,20,20,33,20,20,20,20,19,19,20,19,29,22,20,33,19,20,32,19,20,20,19,20,29,32,31,20,20,20,20,20,19,20,19,19,20,20,21,22,20,19,20,20,20,20,20,19,20,20,20,19,20,19,19,34,20,20,20,20,19,19,19,22,19,20,20,32,20,31,30,20,19,20,20,20,19,20,20,20,33,20,20
20,34,20,21,31,20,20,21,32,19,32,22,32,20,20,20,20,20,34,20,20,20,20,31,20,19,20,20,20,19,20,20,20,20,20,20,20,20,29,20,20,20,20,34,20,20,22,23,20,20,20,20,19,20,20,20,20,20,20,20,20,20,19,20,19,20,20,32,20,20,20,20,22,20,19,20,20,20,20,20,20,20,30,20,19,20,33,20,20,20,19,32,20,19,20,31,20,20,20,22,32,20,20,32,20,33,20,20,19,20,20,20,20,20,20,19,20,20,31,24,19,32,20,20,20,22,20,31,32,21,20,20,20,19,32,22,20,22,32,20,19,19,31,22,20,30,35,20,20,20,20,19,21,20,20,32,20,33,20,20,33,20,20,20,20,19,19,20,19,29,22,20,33,20,20,32,20,20,20,20,20,29,32,31,20,20,20,20,20,19,20,20,20,20,20,21,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,34,20,20,20,20,20,19,20,22,20,20,20,32,20,31,30,20,20,20,20,20,20,20,20,20,33,20,20
20,34,20,21,31,20,20,21,32,20,32,22,32,20,20,20,20,20,34,20,20,21,20,31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,29,20,20,20,20,34,20,20,22,23,20,20,20,20,20,21,21,20,20,20,20,20,20,21,20,21,20,20,20,32,20,20,20,20,22,20,20,21,20,20,20,20,20,21,30,20,20,20,33,20,20,20,20,32,20,20,20,31,20,20,20,22,32,20,20,32,20,33,20,20,20,20,20,20,20,20,20,20,20,20,31,24,20,32,20,20,20,22,20,31,32,21,20,20,20,20,32,22,20,22,32,20,20,20,31,22,20,30,35,20,20,20,20,20,21,20,20,32,20,33,20,21,33,20,21,20,20,20,20,20,20,29,22,20,33,21,20,32,21,20,20,20,20,29,32,31,21,20,20,21,20,20,20,21,20,20,20,21,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,34,20,20,20,21,20,20,20,22,20,20,20,32,20,31,30,20,21,20,20,20,20,21,20,20,33,20,20
21,34,20,21,31,20,20,21,32,20,32,22,32,20,20,20,20,21,34,21,20,21,20,31,20,21,20,21,20,21,21,20,20,21,21,20,20,20,29,20,20,20,20,34,20,20,22,23,20,20,20,21,20,21,21,20,20,20,20,20,20,21,21,21,20,20,20,32,20,20,20,21,22,20,20,21,21,20,20,20,20,21,30,20,21,21,33,20,21,21,21,32,20,20,20,31,20,20,20,22,32,21,20,32,20,33,20,21,21,21,20,20,20,20,20,20,21,21,31,24,20,32,21,20,20,22,20,31,32,21,20,20,20,21,32,22,20,22,32,20,21,20,31,22,21,30,35,20,20,20,20,20,21,21,20,32,20,33,20,21,33,20,21,21,20,20,20,20,21,29,22,21,33,21,20,32,21,20,20,20,20,29,32,31,21,20,20,21,20,20,21,21,20,20,20,21,22,21,20,20,20,20,20,20,20,20,21,20,20,20,20,20,34,20,20,21,21,20,20,21,22,20,20,20,32,20,31,30,20,21,21,20,20,21,21,21,20,33,20,20
21,34,20,21,31,20,20,21,32,20,32,22,32,20,20,20,20,21,34,21,21,21,21,31,20,21,21,21,20,21,21,21,20,21,21,20,21,20,29,21,21,21,20,34,20,20,22,23,21,21,21,21,20,21,21,20,21,20,20,20,20,21,21,21,20,20,21,32,20,21,21,21,22,20,21,21,21,20,21,21,20,21,30,20,21,21,33,20,21,21,21,32,20,20,20,31,21,20,20,22,32,21,21,32,21,33,20,21,21,21,21,20,20,20,20,20,21,21,31,24,20,32,21,21,21,22,20,31,32,21,20,20,20,21,32,22,20,22,32,20,21,20,31,22,21,30,35,20,20,20,20,20,21,21,20,32,21,33,20,21,33,20,21,21,20,21,20,20,21,29,22,21,33,21,20,32,21,20,20,20,20,29,32,31,21,21,20,21,21,20,21,21,20,21,21,21,22,21,20,20,20,20,21,20,20,20,21,20,20,21,21,20,34,20,21,21,21,20,20,21,22,21,20,21,32,21,31,30,21,21,21,20,21,21,21,21,20,33,20,21
21,34,20,21,31,20,21,21,32,20,32,22,32,21,21,21,21,21,34,21,21,21,21,31,20,21,21,21,20,21,21,21,21,21,21,21,21,20,29,21,21,21,21,34,20,21,22,23,21,21,21,21,20,21,21,20,21,20,21,21,21,21,21,21,20,21,21,32,20,21,21,21,22,20,21,21,21,20,21,21,20,21,30,20,21,21,33,21,21,21,21,32,20,21,21,31,21,20,20,22,32,21,21,32,21,33,21,21,21,21,21,20,20,20,20,21,21,21,31,24,20,32,21,21,21,22,21,31,32,21,20,21,20,21,32,22,20,22,32,20,21,21,31,22,21,30,35,20,20,21,21,21,21,21,21,32,21,33,20,21,33,20,21,21,20,21,20,21,21,29,22,21,33,21,21,32,21,21,20,21,21,29,32,31,21,21,21,21,21,21,21,21,21,21,21,21,22,21,20,20,21,21,21,20,21,20,21,21,20,21,21,20,34,20,21,21,21,20,20,21,22,21,21,21,32,21,31,30,21,21,21,21,21,21,21,21,21,33,20,21
21,34,21,21,31,21,21,21,32,20,32,22,32,21,21,21,21,21,34,21,21,21,21,31,21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,21,21,21,21,34,21,21,22,23,21,21,21,21,21,21,21,20,21,20,21,21,21,21,21,21,21,21,21,32,21,21,21,21,22,21,21,21,21,20,21,21,21,21,30,21,21,21,33,21,21,21,21,32,21,21,21,31,21,21,21,22,32,21,21,32,21,33,21,21,21,21,21,21,21,21,21,21,21,21,31,24,21,32,21,21,21,22,21,31,32,21,21,21,21,21,32,22,21,22,32,21,21,21,31,22,21,30,35,21,21,21,21,21,21,21,21,32,21,33,21,21,33,21,21,21,21,21,21,21,21,29,22,21,33,21,21,32,21,21,21,21,21,29,32,31,21,21,21,21,21,21,21,21,21,21,21,21,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,34,21,21,21,21,21,21,21,22,21,21,21,32,21,31,30,21,21,21,21,21,21,21,21,21,33,21,21
21,34,22,21,31,21,21,21,32,21,32,22,32,21,21,21,21,21,34,21,21,21,21,31,21,21,22,21,21,22,21,22,21,21,21,21,21,21,29,21,21,21,21,34,21,21,22,23,21,21,22,21,22,21,21,21,21,21,21,21,21,21,21,21,22,21,21,32,21,21,21,22,22,21,21,21,21,21,21,21,21,21,30,21,21,21,33,21,21,21,21,32,22,22,22,31,22,22,21,22,32,22,21,32,21,33,21,21,21,21,21,21,21,21,21,21,21,21,31,24,22,32,21,21,21,22,21,31,32,21,21,21,21,22,32,22,21,22,32,21,22,21,31,22,22,30,35,21,21,22,22,22,21,21,22,32,22,33,21,21,33,21,21,21,21,22,21,21,21,29,22,21,33,21,21,32,21,22,21,22,21,29,32,31,21,21,21,21,22,21,21,21,21,21,22,21,22,22,21,21,21,21,21,21,22,21,21,22,21,21,21,21,34,21,21,21,21,21,21,22,22,21,21,22,32,21,31,30,21,21,21,22,21,21,21,21,21,33,22,21
21,34,22,22,31,21,22,22,32,21,32,22,32,21,21,21,21,22,34,21,22,21,21,31,22,21,22,22,21,22,21,22,21,22,22,21,21,21,29,21,21,21,21,34,21,21,22,23,21,21,22,22,22,21,21,22,21,22,21,21,21,21,21,21,22,22,21,32,22,22,22,22,22,21,22,21,21,21,21,22,21,22,30,22,21,21,33,21,21,21,22,32,22,22,22,31,22,22,22,22,32,22,21,32,21,33,21,22,21,21,22,22,22,21,21,21,22,21,31,24,22,32,21,21,21,22,21,31,32,21,21,21,21,22,32,22,22,22,32,21,22,21,31,22,22,30,35,21,21,22,22,22,21,22,22,32,22,33,21,21,33,21,21,22,21,22,22,22,21,29,22,21,33,21,21,32,21,22,21,22,21,29,32,31,21,21,21,21,22,21,21,21,21,21,22,22,22,22,22,21,21,21,21,21,22,21,21,22,21,21,21,21,34,21,22,21,22,21,21,22,22,22,22,22,32,21,31,30,22,21,21,22,21,22,21,21,21,33,22,21
22,34,22,22,31,22,22,22,32,21,32,22,32,21,21,22,22,22,34,21,22,21,21,31,22,21,22,22,21,22,22,22,21,22,22,21,21,21,29,22,22,22,21,34,22,21,22,23,21,21,22,22,22,21,21,22,21,22,22,22,22,22,22,21,22,22,22,32,22,22,22,22,22,21,22,22,22,21,21,22,21,22,30,22,21,21,33,21,22,21,22,32,22,22,22,31,22,22,22,22,32,22,21,32,22,33,21,22,21,21,22,22,22,22,21,22,22,21,31,24,22,32,22,21,21,22,22,31,32,21,22,21,21,22,32,22,22,22,32,21,22,21,31,22,22,30,35,22,21,22,22,22,21,22,22,32,22,33,21,21,33,21,21,22,22,22,22,22,21,29,22,21,33,22,21,32,22,22,21,22,22,29,32,31,22,21,21,21,22,21,22,22,22,21,22,22,22,22,22,21,21,22,21,21,22,21,21,22,22,22,21,22,34,21,22,22,22,21,22,22,22,22,22,22,32,21,31,30,22,21,21,22,21,22,21,21,21,33,22,22
22,34,22,22,31,22,22,22,32,22,32,22,32,22,22,22,22,22,34,21,22,21,22,31,22,21,22,22,22,22,22,22,21,22,22,22,21,21,29,22,22,22,21,34,22,22,22,23,22,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,32,22,22,22,22,22,22,22,22,22,22,21,22,21,22,30,22,21,21,33,21,22,22,22,32,22,22,22,31,22,22,22,22,32,22,21,32,22,33,21,22,22,21,22,22,22,22,22,22,22,22,31,24,22,32,22,21,21,22,22,31,32,22,22,22,22,22,32,22,22,22,32,22,22,22,31,22,22,30,35,22,22,22,22,22,22,22,22,32,22,33,22,22,33,21,21,22,22,22,22,22,22,29,22,21,33,22,22,32,22,22,21,22,22,29,32,31,22,21,22,22,22,22,22,22,22,21,22,22,22,22,22,21,22,22,21,22,22,21,22,22,22,22,22,22,34,21,22,22,22,22,22,22,22,22,22,22,32,22,31,30,22,21,21,22,22,22,21,22,21,33,22,22
22,34,22,22,31,22,22,22,32,22,32,22,32,22,22,22,22,22,34,22,22,22,22,31,22,22,22,23,23,22,22,22,22,22,22,22,22,22,29,22,22,22,22,34,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,32,23,22,22,22,22,22,22,22,22,22,22,22,22,22,30,22,22,22,33,22,22,22,22,32,22,22,22,31,22,22,22,22,32,23,22,32,22,33,22,22,22,22,22,22,22,22,22,22,22,22,31,24,22,32,22,22,22,22,22,31,32,22,22,22,22,22,32,22,22,22,32,22,22,22,31,22,23,30,35,23,22,22,22,22,22,22,22,32,22,33,22,22,33,22,22,22,22,22,22,22,22,29,22,22,33,22,22,32,22,22,22,22,22,29,32,31,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,34,22,22,22,22,22,22,22,22,22,22,22,32,22,31,30,22,22,22,23,22,22,22,22,22,33,22,22
22,34,22,22,31,22,22,22,32,22,32,22,32,22,23,22,22,23,34,23,22,23,22,31,23,22,23,23,23,22,23,22,23,22,22,23,22,23,29,23,22,22,22,34,23,22,23,23,22,22,22,22,22,23,22,22,22,22,22,22,22,22,23,22,22,22,22,32,23,22,22,22,22,23,22,23,22,22,22,22,22,22,30,22,22,22,33,23,23,22,22,32,22,22,22,31,22,23,22,22,32,23,23,32,23,33,22,22,22,22,22,23,22,22,22,22,22,22,31,24,22,32,22,22,22,22,22,31,32,22,22,22,22,22,32,22,22,22,32,22,22,23,31,22,23,30,35,23,22,22,22,22,23,22,22,32,22,33,22,22,33,22,22,22,22,22,22,22,22,29,22,23,33,22,23,32,22,22,22,22,23,29,32,31,22,22,22,22,23,22,23,22,22,23,23,22,23,22,22,22,22,23,22,22,23,22,22,22,22,22,23,23,34,22,22,22,22,22,22,23,22,22,22,22,32,22,31,30,22,22,22,23,22,22,23,23,23,33,22,22
22,34,23,22,31,22,22,22,32,22,32,22,32,22,23,22,22,23,34,23,22,23,22,31,23,23,23,23,23,23,23,23,23,22,22,23,22,23,29,23,22,22,22,34,23,22,23,23,23,22,23,22,22,23,22,22,22,22,22,22,22,23,23,23,22,23,22,32,23,22,22,22,22,23,23,23,23,22,22,22,22,22,30,22,23,23,33,23,23,23,22,32,22,22,23,31,22,23,23,22,32,23,23,32,23,33,22,22,22,22,22,23,22,22,23,23,22,23,31,24,22,32,23,22,22,22,22,31,32,22,22,23,23,22,32,22,22,23,32,23,22,23,31,22,23,30,35,23,22,23,22,22,23,23,22,32,22,33,22,23,33,22,23,23,23,22,22,22,22,29,23,23,33,22,23,32,22,22,23,22,23,29,32,31,22,23,22,22,23,22,23,22,23,23,23,22,23,22,23,22,22,23,23,22,23,22,22,22,22,22,23,23,34,22,22,22,22,22,22,23,23,23,22,22,32,23,31,30,22,22,22,23,22,23,23,23,23,33,22,22
